START_LEVELS
TARGET_TYPE,TARGET_TYPE_AS_TEXT,TARGET_LIST_NUMBER,TARGET_ID,TARGET_PART_NUMBER,CHANNEL,PARAMETER_TYPE,PARAMETER_TYPE_AS_TEXT,LEVEL,LEVEL_REFERENCE_TYPE,LEVEL_REFERENCE_TYPE_AS_TEXT,LEVEL_REFERENCE_LIST_NUMBER,LEVEL_REFERENCE_ID,FADE_TIME,DELAY_TIME,MARK_CUE,TRACK_TYPE,EFFECT
2,Sub,,3,,57,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,3,,58,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,3,,59,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,3,,60,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,1,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,2,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,3,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,4,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,5,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,6,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,7,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,8,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,15,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,16,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,17,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,18,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,19,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,20,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,21,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,22,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,23,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,24,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,25,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,26,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,27,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,28,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,29,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,30,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,31,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,32,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,33,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,34,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,35,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,36,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,37,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,38,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,39,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,40,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,41,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,42,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,43,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,44,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,45,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,9,,46,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,10,,1,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,10,,2,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,10,,3,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,10,,4,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,10,,5,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,10,,6,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,10,,7,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,10,,8,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,11,,9,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,11,,10,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,11,,11,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,11,,12,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,11,,13,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,11,,14,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,73,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,74,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,75,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,76,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,77,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,78,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,79,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,80,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,81,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,82,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,83,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,12,,84,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,85,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,86,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,87,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,88,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,89,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,90,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,91,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,92,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,93,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,94,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,95,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,96,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,97,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,13,,98,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,20,,47,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,20,,52,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,20,,56,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,21,,49,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,21,,53,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,21,,57,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,22,,50,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,22,,54,1,Intens,100.0000,,,,,0,0,,,
2,Sub,,22,,59,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,1,,1,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,2,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,3,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,4,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,5,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,6,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,7,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,8,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,9,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,10,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,11,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,12,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,13,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,14,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,15,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,16,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,17,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,18,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,19,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,20,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,21,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,22,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,23,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,24,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,25,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,26,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,27,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,28,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,29,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,30,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,31,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,32,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,33,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,34,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,35,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,36,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,37,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,38,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,39,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,40,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,41,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,42,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,43,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,44,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,45,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,46,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,47,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,48,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,49,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,50,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,51,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,52,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,53,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,54,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,55,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,56,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,57,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,58,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,59,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,1,,60,1,Intens,0.0000,,,,,0,0,,,
4,Preset,,2,,1,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,2,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,3,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,4,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,5,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,6,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,7,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,8,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,9,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,10,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,11,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,12,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,13,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,14,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,15,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,16,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,17,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,18,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,19,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,20,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,21,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,22,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,23,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,24,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,25,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,26,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,27,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,28,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,29,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,30,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,31,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,32,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,33,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,34,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,35,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,36,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,37,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,38,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,39,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,40,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,41,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,42,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,43,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,44,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,45,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,46,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,47,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,48,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,49,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,50,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,51,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,52,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,53,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,54,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,55,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,56,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,57,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,58,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,59,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,2,,60,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,3,,47,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,3,,52,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,3,,56,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,4,,49,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,4,,53,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,4,,57,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,5,,50,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,5,,54,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,5,,59,1,Intens,100.0000,,,,,0,0,,,
4,Preset,,6,,1,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,6,,2,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,6,,3,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,6,,4,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,6,,5,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,6,,6,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,6,,7,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,6,,8,1,Intens,70.0000,,,,,0,0,,,
4,Preset,,7,,32,1,Intens,100.0000,,,,,0,0,,,
END_LEVELS
START_TARGETS
TARGET_TYPE,TARGET_TYPE_AS_TEXT,TARGET_LIST_NUMBER,TARGET_ID,TARGET_DCID,PART_NUMBER,LABEL,TIME_DATA,UP_DELAY,DOWN_TIME,DOWN_DELAY,FOCUS_TIME,FOCUS_DELAY,COLOR_TIME,COLOR_DELAY,BEAM_TIME,BEAM_DELAY,DURATION,ALERT_TIME,MARK,BLOCK,ASSERT,ALL_FADE,PREHEAT,FOLLOW,LINK,LOOP,CURVE,RATE,EXTERNAL_LINKS,EFFECTS,MODE,CUE_NOTES,SCENE_TEXT,SCENE_END,WIDTH,HEIGHT
2,Sub,,1,84C2B369-0CE5-467A-A9F2-A9F3034ECF95,,First Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,2,1A037F48-D6DC-4A6D-B219-EEF13B8F1DC2,,Second Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,3,17B6C384-1745-4250-9063-EFA0D0C03389,,Third Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,9,36D990B8-D4A1-4E12-B6DA-1C0BB1D84593,,All Electrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,10,7231C03A-F462-4D42-BCA8-D2E7B3DD6969,,Front Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,11,FB39145A-9066-4034-90CD-DDB7E9941DCD,,Pit Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,12,279D5846-7353-4B12-BC7A-E54B756B75BE,,House Sides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,13,F9C6B953-B0A7-4C17-8BB8-87021137D2C6,,Side Lights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,20,34BC2C3D-2218-4AD8-A661-9D0377FF658E,,Red Cyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,21,67178FAA-C201-47D4-8604-626D3490C091,,Green Cyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sub,,22,FC9500A3-8357-4AC6-8B82-8B519EE41D4E,,Blue Cyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Preset,,1,6FAA0769-394D-45A8-A509-DDB4F473D2D7,,Blackout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Preset,,2,84853F08-C4DF-4BDE-9C63-433E55EB1EFA,,Stage Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Preset,,3,896DA98A-CDBF-44E8-A3F0-5824211AA6A6,,Red Silhouette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Preset,,4,9D209645-7C5E-44A4-98DA-5D286C82D33C,,Green Silhouette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Preset,,5,C1198854-B158-46C6-8084-88351436EB12,,Blue Silhouette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Preset,,6,5953E13A-25DA-4793-B5E5-A080710E6081,,Front Wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Preset,,7,888416D4-B132-4B3D-89B6-B1AEE5A70EC2,,Center Spot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,1,C86F842E-41FB-4C51-A98E-BD4517D4632E,,First Electric,15>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,2,C3A0A5A8-24BF-4D26-BE4C-137FD28454AC,,Second Electric,33>46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,3,59BF67EC-E618-43EA-8817-515B1205B5C5,,Third Electric,47>60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,9,07C1C324-D670-4915-9822-10EADD2A7597,,All Electrics,15>60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,10,ADE98A94-B8A8-4711-93B8-53B698BF8E07,,Front Lights,1>8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,11,11F3317A-8EDB-4DFF-9C5F-D1E600EEC937,,Pit Lights,9>14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,12,28A34407-5F36-48E2-BA1D-38769A8B7962,,House Sides,73>84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,13,8284FABB-8BB6-442C-8F8C-91E9B6064AFC,,Side Lights,85>98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,20,3E8B8345-9A90-46BD-A9DC-8C29D1C69EF5,,Red Cyc,47 52 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,21,471C290A-A421-4B7F-BECA-64B1F7164F92,,Green Cyc,49 53 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,22,C29A3936-71EB-45D1-AD43-68337242FBFB,,Blue Cyc,50 54 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Group,,29,579C9C56-78C1-48E2-827D-35EF825D4C93,,All Cycs,47 52 56 49 53 57 50 54 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,1,84FC205D-61CC-442E-BF5B-51F8E0759D50,,Stage Sweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,901,BF21301D-D471-40E3-B7B4-C0011F1D8F43,,Circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,902,7E80C74F-9D8E-46BB-99F7-6A0D43BED75F,,Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,903,8DA9322A-30F9-4508-BA12-52846FCDF9DE,,Figure 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,904,3714595B-2149-4499-A9BB-3DD55C459399,,Can Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,905,3A2EFC62-4835-4319-ABE0-BF4447BD449E,,Triangle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,906,F0DD21EC-79E5-413F-9468-3AB8E86BE7E4,,Spiral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,907,5931D3CD-B634-46C6-A5D5-97F7E58CAB7B,,Reverse Sqr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,908,A5E3D99E-912A-4D6B-92A7-7EEDD3AD831E,,Reverse Circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,909,E65FA7F9-5E94-4A0A-B754-A9A082C252E2,,Ballyhoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,910,AE6FAD71-D69A-40C7-9A6C-494947E88D27,,Color Smooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,911,4068935C-7936-4AA6-960E-7E72DB89012D,,Color Fade Linear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,912,294AF151-1975-449B-BD47-9601FB360A40,,Color Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,913,2450145D-F71F-44ED-95AC-CC782821087E,,Bump Color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,914,6396C04C-523A-4C5E-8B09-A2E3A666648F,,Hue-Sat Fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,915,49F07790-A2B0-4644-978E-EAE98C1E8CA5,,Ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,916,B2055434-E2D3-4640-BB0E-A772E622707C,,Inverted Ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,917,4C8393D1-30DF-4BE0-983B-59D006077861,,Rainbow RGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Effect,,918,BAF27111-8923-4C12-897F-3A9026942926,,Rainbow CMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,901,A442F0A0-8B54-44C0-B70E-327C7BCEF8CA,,IES Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,902,B90BA112-86DC-48F2-83DB-C7DB7CA3B215,,Slow Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Curve,,903,03A5D630-4843-4391-B42F-9BFD773003D6,,Fast Bottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
